Blog	years	most	than	make	into	would	today	two	his	don	day	because	had	see	any	many	post	way	these	still	use	know	then	read	back	work	take	were	only	well	want	much	world	also	video	year	while	need	last	could	best	week	those	made	may	before	too	why	very	right	even	something	think	being	around	going	down	google	through	should	things	where	good	free	next	off	might	top	said	using	same	every	few	between	look	long	got	great	better	news	story	her	big	used	little	online	internet	full	days	always	media	since	help	show	really	ever	three	working	company	times	live	real	doesn	own	say	life	site	lot	part	social	business	him	find	called	making	sure	without	let	email	thing	old	ago	different	come	blog	app	play	change	keep	never	end	friends	hard	does	both	did	makes	start	users	future	number	high	comes	buy	though	easy	actually	twitter	art	music	another	links	each	available	data	information	set	com	she	reading	everyone	money	instead	bad	left	says	didn	small	thanksgiving	web	including	home	yet	point	case	list	love	stop	black	recently	support	open	found	try	game	talk	almost	check	second	such	less	content	getting	book	away	night	month	during	isn	nbsp	holiday	already	looking	family	man	public	report	once	via	doing	told	early	bit	often	york	service	past	interesting	coming	later	however	friday	million	line	run	give	continue	means	based	page	everything	until	youtube	able	finally	far	process	stuff	deal	again	turn	happy	whole	recent	comments	space	digital	behind	idea	design	four	feature	done	least	under	course	quite	major	group	share	earlier	technology	problem	put	enough	short	store	team	community	anything	link	together	shows	feel	click	search	fact	months	important	add	place	nothing	whether	power	probably	house	phone	writing	hit	update	american	images	version	original	trying	pretty	won	questions	videos	several	example	project	having	system	government	started	weeks	website	must	simple	watch	along	five	network	mobile	facebook	control	went	itself	thought	changes	women	november	needs	call	image	hours	science	else	tell	create	program	fast	city	takes	latest	features	anyone	favorite	order	white	ways	view	photos	couple	become	thanks	guide	lost	across	school	released	action	customers	results	remember	article	user	software	according	minutes	took	amp	likely	photo	launch	against	either	believe	key	below	asked	san	side	tools	added	state	build	experience	sometimes	product	close	goes	local	press	president	person	seems	above	pay	secret	hand	head	someone	series	came	awesome	large	posted	face	android	reason	step	decided	single	amazon	known	six	gets	chance	running	please	text	following	wants	former	places	worth	cost	non	tuesday	yes	sites	services	access	level	platform	rather	kind	include	name	possible	hope	voice	question	starting	understand	national	value	tool	hear	apps	screen	owners	microsoft	move	interview	terms	happen	care	price	stories	human	film	taking	cool	given	creating	related	reports	review	device	marketing	write	yourself	building	mark	others	tech	saying	originally	books	john	america	learned	popular	party	personal	weekend	performance	entire	wrote	ability	wasn	industry	obama	david	half	written	companies	points	appeared	maybe	spent	center	reasons	due	drive	rest	items
ScienceBlogs	3	0	1	0	0	0	0	1	3	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	2	1	1	2	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	2	0	1	0	1	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	1	1	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MetaFilter	4	3	5	0	6	1	0	5	16	4	5	1	4	0	0	4	1	4	3	2	1	1	4	0	3	2	0	1	1	2	0	2	6	3	3	0	3	2	5	3	1	2	1	2	1	3	1	3	4	3	1	1	2	1	1	0	1	4	6	1	8	2	5	2	1	2	1	2	2	0	2	1	1	0	1	1	0	1	1	0	2	1	1	2	1	1	2	2	1	1	4	1	0	1	1	1	2	0	3	1	1	0	1	3	0	4	1	0	0	3	0	1	0	1	3	0	0	0	0	1	0	2	0	2	1	1	0	4	0	1	2	0	0	0	5	3	0	1	0	0	0	0	0	0	2	1	0	0	5	0	0	2	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	4	1	0	1	4	1	0	2	1	4	5	0	1	0	2	1	0	1	0	0	0	0	0	0	1	1	2	1	0	0	0	1	1	0	2	2	0	1	0	0	0	2	2	1	4	0	2	1	0	1	1	0	1	0	3	0	0	0	0	1	0	0	4	0	2	1	1	0	0	0	0	2	0	0	3	0	1	0	0	0	4	0	0	0	2	2	1	0	1	0	0	0	0	0	0	3	0	1	2	0	0	0	1	0	0	0	0	1	1	1	1	0	4	1	0	0	0	0	0	0	3	0	0	1	0	0	0	3	0	0	0	4	1	1	2	0	1	1	1	0	2	3	0	0	0	0	3	0	0	0	1	4	0	1	0	0	4	0	1	1	0	0	0	3	0	1	0	0	1	0	1	0	0	1	0	2	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	7	0	0	0	1	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	2	2	0	0	0	1	2	0	0	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	2	1	0	9	1	0	1	1	0	0	0	2	0	1	0	0	2	0	2	1	0	0	4	0	1	0	3	0	0	0	0	2	1	0	1	0	1	0	0	0	1	0	1	0	1	1	4	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	3	0	0	2	0	0	0	0
ReadWrite	10	18	20	25	26	24	10	18	13	18	8	17	12	33	16	5	3	30	24	10	29	21	22	6	6	12	15	34	19	16	28	25	18	43	18	17	18	15	11	20	12	0	17	8	14	9	5	10	15	9	23	8	12	9	12	11	13	52	12	7	17	13	7	22	7	12	14	15	11	15	10	5	2	8	12	7	4	11	7	5	2	4	21	15	11	15	14	6	3	11	7	2	8	5	33	9	1	6	20	5	10	3	8	13	9	2	13	16	9	6	6	5	11	8	14	7	7	7	5	13	5	1	18	7	8	38	11	12	5	3	8	11	3	5	3	13	11	6	25	10	4	5	4	5	5	11	20	3	2	9	5	1	11	16	41	4	7	5	3	2	6	6	5	2	1	4	4	2	2	10	4	9	5	5	3	4	1	0	16	4	7	19	3	6	6	6	3	2	4	8	7	8	9	1	2	1	6	2	11	170	1	10	8	3	1	1	0	7	4	11	2	10	2	11	3	11	1	2	1	3	4	18	6	2	6	2	4	4	1	24	8	3	6	8	3	7	9	3	4	4	6	2	3	2	23	0	3	3	5	2	3	14	6	4	1	9	3	7	6	11	0	13	10	3	3	1	9	14	9	9	2	8	5	1	8	1	4	3	1	7	8	3	8	2	2	0	4	2	1	5	1	11	12	0	4	2	7	2	9	3	6	16	4	10	3	13	1	10	2	6	1	2	2	3	15	3	5	2	3	3	9	0	3	1	2	11	3	7	3	3	15	3	2	0	2	6	13	4	5	5	0	3	6	17	8	4	1	0	3	10	5	2	1	7	1	2	2	14	34	7	2	8	4	8	6	8	1	1	3	4	0	1	1	9	10	4	0	16	12	2	8	1	1	1	5	2	0	4	0	5	2	4	3	5	2	5	4	2	0	1	48	4	3	0	5	3	3	1	0	0	7	1	2	1	5	2	3	4	8	2	1	1	4	7	5	11	2	4	6	5	7	4	1	3	2	0	5	0	4	4	0	27	3	3	11	7	1	4	2	5	16	6	0	2	8	3	6	2	1	3	1	8	3	2	3	6	0	7	10	0	2	0	3	0	2	15	2	1	0	2	3	2	6	2	0	0	1	1	1	11	8	0	6	4	5	3	0	3	5	2
Oilman	1	1	0	0	1	2	2	0	0	1	0	0	2	3	1	2	2	1	0	0	1	2	0	0	1	1	1	1	1	2	1	3	0	1	0	1	0	2	1	1	0	1	0	0	0	0	4	3	0	0	1	0	1	1	1	0	1	0	0	0	0	0	2	0	0	1	2	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	2	0	0	2	0	0	0	0	1	5	0	0	0	0	0	0	0	2	1	0	1	2	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	2	0	0	1	0	1	0	0	1	0	1	1	2	0	0	0	0	1	1	0	0	0	1	4	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Seth Godin's Blog on marketing, tribes and respect	0	1	1	1	0	0	0	3	0	2	1	0	1	0	1	0	0	2	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	2	0	0	0	1	1	0	0	1	3	0	0	1	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	3	2	0	0	1	0	0	0	0	0	0	0	2	0	1	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	10	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PerezHilton	2	2	0	0	0	0	0	2	6	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	2	0	6	5	0	1	2	1	0	0	1	0	0	0	1	0	1	1	0	0	3	0	0	1	0	0	0	0	1	0	2	2	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	8	1	0	1	0	0	0	1	1	0	2	0	1	0	0	2	0	0	0	0	2	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	4	2	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
A Consuming Experience (full feed)	2	1	2	8	3	4	0	0	0	4	0	0	1	1	3	2	2	4	0	1	5	4	18	0	3	5	3	2	5	2	5	0	0	3	0	0	3	0	0	1	2	0	3	1	5	2	6	0	1	2	4	1	0	1	0	1	6	6	0	3	2	1	4	8	0	3	1	3	0	7	5	1	0	1	0	1	1	0	3	0	0	3	3	1	0	3	1	2	0	2	0	0	3	4	0	0	0	1	1	2	0	1	2	0	2	0	0	1	0	0	0	0	4	2	1	3	2	2	2	1	0	0	2	1	0	2	0	4	2	0	1	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	1	0	0	0	3	2	4	1	0	0	6	0	1	0	0	1	6	1	3	1	3	1	0	1	0	1	1	0	0	10	0	4	0	2	0	2	4	3	0	0	0	0	0	1	1	0	3	0	1	0	0	0	0	1	0	2	1	0	0	0	0	1	1	2	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	1	0	0	2	1	1	1	0	3	2	0	0	1	1	1	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0	4	0	1	2	0	0	0	3	0	1	1	0	10	1	0	0	0	4	0	2	0	0	0	0	4	0	2	3	0	0	0	1	3	0	2	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	5	0	0	0	1	1	2	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	1	0	0	1	2	1	0	11	5	0	0	0	2	1	0	0	0	4	0	2	0	0	7	0	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	1	0	3	23	0	0	0	0	2	0	1	0	1	0	1	1	0	0	3	0	0	3	0	3	0	1	0	0	0	0	8	0	1	2	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	6
mezzoblue	2	1	0	2	1	0	2	0	0	0	0	0	0	0	1	0	0	3	1	1	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	1	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Matt Cutts: Gadgets, Google, and SEO	1	0	0	2	0	2	0	0	1	1	9	1	1	1	2	1	2	0	0	2	3	1	0	2	1	0	0	2	0	2	2	0	1	0	3	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	1	0	0	0	0	1	0	8	0	0	2	1	1	1	0	0	3	0	1	2	0	3	1	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	1	0	2	0	2	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	0	0	1	1	0	0	1	0	1	1	1	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	3	1	0	0	1	0	2	1	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
NewsBusters - Exposing Liberal Media Bias	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
The Official Google Blog	12	13	24	21	15	2	24	6	23	4	11	1	7	13	4	12	2	17	16	4	7	9	4	3	9	10	18	3	5	6	12	2	25	27	15	26	11	10	7	9	8	10	10	7	1	7	2	4	2	14	10	5	4	3	15	4	6	118	17	2	6	6	6	6	16	5	9	24	4	7	6	6	6	2	5	6	4	3	8	5	6	2	2	8	4	12	7	6	7	3	3	4	36	2	5	9	8	6	2	1	6	5	2	6	2	6	10	4	13	3	5	4	9	1	7	0	3	2	3	3	6	3	4	6	7	6	10	2	8	5	4	7	6	3	6	1	5	1	8	4	1	5	3	5	3	5	3	2	3	2	1	0	13	13	5	18	1	1	0	1	6	4	2	2	9	0	0	4	1	9	4	18	3	1	4	5	4	0	0	2	10	20	4	6	1	2	2	5	3	6	1	6	4	3	4	1	5	2	1	3	5	6	5	10	2	3	6	6	2	7	1	1	3	4	2	6	8	0	6	3	1	0	10	1	4	14	3	3	2	4	4	1	4	6	3	2	5	4	0	1	1	1	3	1	0	2	5	2	2	3	2	1	2	0	5	4	2	0	4	17	2	13	2	2	2	2	2	5	10	0	0	10	3	1	7	7	0	2	5	5	6	1	3	8	1	2	11	2	0	1	1	6	1	2	1	0	2	3	4	3	2	8	1	0	7	3	7	1	1	5	4	2	7	4	8	1	3	0	0	0	0	0	2	0	2	6	2	3	1	1	4	10	3	3	1	6	4	3	7	0	2	10	14	12	0	1	3	0	2	9	4	3	4	1	1	2	0	5	10	0	0	1	4	0	5	4	3	0	2	0	0	1	4	1	8	0	1	4	10	0	16	1	0	4	0	3	0	0	1	0	0	1	3	2	0	3	6	2	27	1	23	0	3	0	3	2	1	5	0	2	2	1	1	2	0	2	3	0	1	0	0	2	0	5	9	0	5	0	1	2	1	1	10	1	0	4	2	4	0	3	3	6	7	2	0	0	1	0	2	2	2	2	2	0	4	1	3	4	3	1	2	7	3	0	7	5	1	2	1	4	0	0	1	4	1	2	0	2	2	0	1	1	0	1	0	0	0	2	1	4	1	0	1	0	3	0	2	11	1	5
Tech Blog	0	1	1	0	3	0	3	3	1	0	0	0	0	1	1	0	0	1	2	0	1	0	3	0	0	1	0	0	3	1	2	0	3	0	10	1	0	0	0	0	0	2	2	2	1	0	0	2	2	2	0	0	0	0	0	1	1	0	0	1	5	0	0	1	0	0	1	0	0	1	0	0	0	0	2	1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	3	1	0	1	0	3	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	3	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	10	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	2	0	3	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
